"Date","Title","Review_Text","Review_Score","Country"
2013-09-11,"The Climatic Finish","In this final episode of the Thrawn Trilogy, we watch as the questionable choices that Leia, Han, and Lando made come to fruition. During the previous two books, we watched this trio make choices that seemed very risky and its in this book that we watch the pieces of the puzzle fall into place.  The brilliant Grand Admiral Thrawn seems to out smart the Republic at every turn, and it's only through the culmination of fringe efforts that defy logic, and the growing strife between the Admiral and Jedi Master Cboath that the Empire can be stopped.",5,"US"
2014-12-06,"Great series, really captures that classic Star Wars magic","This series is awesome. If you are on the fence go for it. Fans of the original trilogy will dig it for sure and this last book might be the best one. Great ending in my opinion. This really has that Star Wars ""magic"" and feel to it. Great writing and characters. I was weird about reading them because  Episode 7 is coming out soon and it will not follow this as the Expanded Universe is not canon but I don't regret it one bit. I believe that DIsney and Abrams are doing a great job with the new Star Wars from what I have read and seen and I am confident that I will be able to enjoy that story in conjunction with this one even though they are not about the same characters. Check it out!",5,"US"
2014-01-05,"Great final book to the 'Thrawn' trilogy","Third and lat book of the 'Thrawn' trilogy, the entire set tells weaves a mighty fine story throughout the three books. Zahn has done a superb job on this story. It's adventuresome, fun, filled with well fleshed-out charcters, and vey intelligent. Never dull and nicely paced I found it hard to put down. Didn't want the books to come to an end.Space battles, new and powerful enemies, intrigue in the New Republic government and old grudges to be settled. All the gang is here and they're very entertaining!These three books are the best of all the supplemental SW books, in my opinion of course.",5,"US"
2018-02-20,"Timothy Zahn's books are one of the reasons why I really love to read Star Wars books","Book was extremely worn (more than I thought it would be), but readable. Shipped in plastic instead of a protected box. Timothy Zahn's books are one of the reasons why I really love to read Star Wars books. Thank you.",4,"US"
2018-01-21,"This trilogy of Zahn's is one of the best of all the Star Wars expanded universe","This trilogy of Zahn's is one of the best of all the Star Wars expanded universe! His mastery of the nuances of each of the characters in his titles is nothing short of astounding.This trilogy is highly recommended!",5,"US"
2018-07-03,"Amazing","If only the new trilogy was half as good as this series.... thrawn is such a magnificent antagonist and achieves more complexity and empathy than Kylo ever will.",5,"US"
2018-01-02,"Well written","This book was exciting all the way through and in the spirit of the original movies.  I strongly recommend this trilogy to anyone interested in reading Star Wars novels",5,"US"
2017-04-28,"Truly one of the best trilogy's. Wish i learned of Timothy Zahn long long ago...","I've been reading star war's novels my entire life and had never truly been satisfied... Until now!!! Timothy Zahn is now my favorite author especially in Star War's saga. Truly engrossing and characters area well done. Spent most of my vacation reading this trilogy on the beach (FYI, not a Beach fan but best time I've had in ages.) Well worth every word read. Constantly found myself saying just ones more chapter.",5,"US"
2015-05-04,"As the finale of an amazing Star Wars trilogy","As the finale of an amazing Star Wars trilogy, I would highly recommend this book (and it's two predecessors) to any Star Wars fan.  I read these when they first came out years ago, and still enjoyed them 20 years later.  With episode 7 coming out this winter (2015), these make for a fun 'what if' scenario of what might have happened to those characters I grew up with.",4,"US"
2017-11-29,"I greatly enjoyed reading this book","I greatly enjoyed reading this book. I was very disappointed to find that I had finished the book at 77%. The remaining 23% is just ""about the author"" and excerpts from other books.",3,"US"
2000-07-16,"Audio Rendition is Excellent","Timothy Zahn tops himself with a slap bang ending to this Star Wars saga.  There is not much I can add to other reviews.  However, the audio book is abridged and some of the story seems to skip forward at high speed.  Once  again Anthony Daniels (C3PO) does a great job reading.  His voice  characterizations are the same as in ""Dark Force Rising"" allowing  the listener to keep the many characters straight and concentrate on the  plot(s).  The audio and special effects are crisp and clear and easily  understood in a car environment.  The best of the three books and well  worth the purchase price.  Run time:  180 minutes.",5,"US"
2013-03-31,"Excellent and leaves you wishing for more.","Strongly recommended.  Zahn's writing captures the feel of the movies and Star Wars universe. This was the Star Was expanded universe before Lucas let it run amuck with ever growing numbers of basically lousy writing and poorly thought-out continuations.  You feel these stories fit well and would have made excellent movies.  You don't have over-the-top characters like the Vong or million ship mega battles that simply feel like cop-out rather than well considered Star Wars scenarios.",5,"US"
2013-04-14,"Great series on the go!","I really have been wanting to read this series. I unfortunately can no longer find the HC trilogy for a reasonable price. I noticed I could get this on Kindle and thought, why not? I am usually not a very big into digital purchases for some things but I am quite happy with this purchase and can't wait to read these books! If you are a Star Wars fan, these books are considered by some as a true continuation of the Star Wars saga! This can get you buy till Episode VII comes out!",5,"US"
2016-01-21,"Timothy Zahn is the greatest Star Wars writer out there","Timothy Zahn is the greatest Star Wars writer out there. Grand Admiral Thrawn is my favorite bad guy of all time, and I loved reaching the end of this trilogy. It was fun from beginning to end, with twists and turns and terrific characters. I wish this series never ended - I could read them forever.",5,"US"
2017-04-11,"The final book of the Thrawn Trilogy","The final book of the Thrawn Trilogy. I enjoyed it and would recommend it to others. cheers",5,"US"
2017-06-24,"Pretty good book and series.","Pretty good book and series.",4,"US"
2017-05-01,"Buy the Thrawn trilogy and lose yourself in a galaxy far, far away","Bought the whole trilogy. I like Zahn's writing, for the most part. Moves quickly. I just have a hard time believing Thrawn was that perfect in his battlefield analysis.",4,"US"
2017-07-24,"... the old Star Wars EU books and a friend recommended the Thrawn trilogy and Shadows of the Empire","I wanted to start reading some of the old Star Wars EU books and a friend recommended the Thrawn trilogy and Shadows of the Empire. Thrawn trilogy delivered, could not put it down until I bought all three books and blasted through them. Looking forward to starting Shadows next!",5,"US"
2018-03-20,"Don't believe the hype!!","The best of Thrawn trilogy.  After finishing the series it felt like a waste of time and the ending was too abrupt for the amount of time required to finish all three books.",2,"US"
2016-06-05,"Well worth a read.","A fitting finish to a superb series. Zahn is an excellent writer, and proves it here. There are no loose ends, and he manages to keep you so focused on the penultimate showdown, that you are unaware of each closing minor plotline.",5,"US"
2015-11-24,"I really enjoyed this entire trilogy","I really enjoyed this entire trilogy.  I read these based on a recommendation of a friend and I'm glad I did.  These are the first Star Wars books that I read and I'd recommend them to anyone who is wanting to jump out a little into the extended universe of Star Wars.",5,"US"
2018-01-18,"Wonderfully gripping!","Zahn's books capture the essence of Lucas' Star Wars in this continuation of the story five years after the destruction of the second Death Star. Follow Luke, Leia, Han and many other characters known and loved in the Star Wars universe as they meet new allies and enemies alike and face challenges which threaten to destroy the fledgling New Republic. A must read for Star Wars fans young and old.",5,"US"
2017-11-03,"Beautiful editions of these books I bought them first run ...","Beautiful editions of these books I bought them first run back in the day and they're still a delight to read",5,"US"
2018-11-05,"Awesome","If you like Star Wars, read this trilogy.",5,"US"
2018-09-08,"Five Stars","A great, classic trilogy. Fun Read.",5,"US"
2013-07-15,"A Jump to Lightspeed","What person that grew up in the 20th century doesn't like Star Wars? Most people that you encounter would claim to be some type of Star Wars fan. I was always enthralled by George Lucas's groundbreaking films, but it wasn't until I read Timothy Zahn's Thrawn Trilogy that I became a genuine Star War's fanatic. Zahn captures the audience in the first book of his three part series and doesn't not fail to keep the reader entranced throughout the conclusion of The Last Command.  Zahn's mastery of the art of suspense will keep any reader engaged and captivated, whether he or she is a novice Star War's fan, as I was, or a seasoned Star War's fanatic. After reading The Last command, I could not get enough of the world of Star Wars. Timothy Zahn's The Last Command is a must read for anyone who claims to love Star Wars.I hope you enjoy the book as much as I did and I hope that you will be encouraged by Zahn to further explore the intricate galaxy of Star Wars.",5,"US"
2015-10-08,"Star Wars: The Last Command book 3 of 3","1) Grand Admiral Thrawn. 2) Cloned Jedi Master. 3) Mara Jade. This takes place after the original trilogy and kicks so much butt, that everything Star Wars is held up to The Thrawn Trilogy. If you like reading and like Star Wars, you totally need this book.",5,"US"
2017-10-16,"An intense conclusion to a beautifully crafted trilogy.","The Last Command did not fail to deliver in closing another fantastic series by Zahn. It kept me hooked the whole way through.",5,"US"
2013-03-06,"Awesome","Awesome awesome! This book was so good i almost cant believe it. Once again luke and the new republic are in a dire situation. This book is why science fiction was created. If you dont buy this book now you are stupid! Spoilers: (if you have not read this book stop now!) Thrawn is a nice change of pace for a villain. I mean you always gotta have a (dark sider) in there some place but an evil genius admiral works too. All the old gangs here from 4 5 6. If you watched starwars as a kid then this book is cannon for the star wars die hards. If they make another movie these are my bet. Mara jade is a great anti-heroin.",5,"US"
2011-05-31,"The Strongest of Three Books","This was the best of the Thrawn Trilogy and actually manages to expand the Star Wars Universe.  This book does come dangerously close to being a clone of Return of The Jedi, but keeps it different enough that, just when you think you've been down this road before, something new and interesting happens.  I particularly like the plot line dealing with the smugglers.  Certainly better than overall than the first 2 books and it seems like the author was having a lot for fun while writing this volume.",4,"US"
2014-01-11,"Withdrawal","Great finish to the trilogy. Should be the next three to be made instead of what seems like three separate storylines. Thrawn would go great with the new wave of calm cool classy collected and sophisticated bad guys. As for withdrawal, I'm busy, and this trilogy has been my mental breaks.  Hopefully there will be some relief in the extended universe.",4,"US"
2017-08-22,"Great book!!","My nine year old son really enjoyed this book. He says that Thrawn is awesome. Read the book, he says.",5,"US"
2016-06-05,"Thrawn Trilogy: The Conclusion","This book was more fast paced than it's two predecessors, not saying they were slow it's just a mark of all that happened in this one. The story begins and is pretty much non-stop until the end... It was a very good conclusion to the trilogy and wraps the whole Thrawn thing up very nicely... Whilst, however, leaving the ending ambiguous and ready for more books. Great read, both the book and the trilogy!",5,"US"
2017-09-10,"Great for all ages and will keep you captivated","If you are a true Star Wars fan.. these books are a must read.Great for all ages and will keep you captivated.",5,"US"
2015-02-27,"Very well done, with a slightly disappointing ending.","The whole series was so polished and well put together, but the ending of this just left me a little disappointed. It was well done of course, but I was expecting it to blow me away. If you're into Star Wars at all, this should be one of the first EU series you read.",4,"US"
2017-02-21,"A classic","I have enjoyed this saga before but as with every great book.... I was compelled to revisit the pleasure of the story.",5,"US"
2016-06-23,"Good Series","Still reading it. The writer repeats some of his sayings and Thrawn is sometimes too good at predicting what the rebels are going to do through out the series but all in all I have enjoyed the series and should have this book finished soon. Now have to find what I want to read next!",5,"US"
2017-07-25,"Worth the price and family friendly","I really enjoyed this series. There is no bad language or content. For anyone who cares what they read, this is a winner. Why can't all stories be written as well?",5,"US"
2016-10-16,"A Great Start to the EU","**SPOILERS**In the Thrawn Trilogy, Timothy Zahn kicks off the EU proper with a trilogy usually regarded as one of the EU's high points--and with good reason. Zahn definitely has a feel for Star Wars and his writing is perfectly suited for the task at hand. Thrawn is an extremely compelling character, as is Palleon. Jorus C'boath is another interesting character, and Mara Jade is downright essential. Most good EU novels will follow the same sort of direction as what Zahn did in the Thrawn trilogy, and characters from these books will pop up time and time again in subsequent EU books.This book however confused me upon first reading. I did not understand that Luuke and Luuuke were clones of Luke. I literally thought this was an editing error. Keep this in mind and you will avoid that confusion!",5,"US"
2017-11-28,"Best book in the trilogy","This was a good conclusion to the thrawn trilogy. It’s worth the read and too bad they didn’t use this trilogy for the new movies",4,"US"
2016-03-02,"This was a good book series to me except for this book","This was a good book series to me except for this book. I felt like the pacing was all off. It felt to me like he was going to write a 4th book, found out that no this was going to be it and then tried to cut off too many plot lines in the last few chapters.",3,"US"
2015-08-24,"Just ok","Too many plot lines went nowhere and the heroes are always acting like idiots but miraculously overcoming impossible odds. Read it if you read the other two but don't expect too much.",3,"US"
2013-06-17,"Book Editing Is Problematic","I enjoyed reading ""Star Wars, The Last Command,"" by Timothy Zahn. Unfortunately, there seems to be a real problem with the editing of this final book in a 3-book series. Commas where they shouldn't be, periods in the middle of sentences, quite a number of contractions missing the apostrophe (well instead of we'll, for example), chapter headings broken and text warped to the next line, improper use of ""an/or."" As a published Author myself, I don't doubt I may notice something like this more than a casual reader, but these punctuation problems were numerous enough for me to ding the book one star for that alone. I utilize a professional production company to review/edit my work during the conversion process to Kindle files or hard-copy format. I had heard that the Amazon.com conversion program was not 100% reliable and could return such problems, and this was confirmed when a friend in writing sent me her Amazon.com 'converted' manuscript and I found numerous similar errors present. Not that I believe Mr. Zahn has used that app - I don't know personally who he uses for editing, but he needs to have a talk with them this time around.As to the story line itself...Zahn has done an admirable job of character interaction, with interplay between Grand Admiral Thrawn, Captain Pellaeon, Luke Skywalker, Mara Jade, et al, coming across quite deliciously with interesting plot twists.However, it seems trite that just about everything and anything written in Sci-fi nowadays always has ""the fate of the galaxy"" as its central theme.  It would be refreshing to have some of these characters fighting something different for a change.",4,"US"
2015-03-07,"The Thrawn Trilogy Goes out with a BANG!","If you have read the previous books, The Last Command is a MUST read. It is better than Heir to the Empire and Dark Forces Rising and is pretty much the perfect read. I loved everything about it. Great work Timothy Zahn!",5,"US"
2018-02-25,"Five Stars","My son loved the book.",5,"US"
2017-05-22,"Great Star Wars novel","Great Star Wars novel. The Thrawn series are probably the best star wars novels out there. Set just after Episode 6.",5,"US"
2018-01-29,"Five Stars","Great part of the trilogy. read em all!",5,"US"
2018-02-08,"Five Stars","Great book and great audio adaptation",5,"US"
2015-03-09,"A good ending to the trilogy.","This is a pretty good way to finish up the Thrawn Trilogy, tied up a lot of the subplots and everything. There is plenty of other people who went into great detail about why this book is awesome.",5,"US"
2018-02-15,"Five Stars","Really good",5,"US"
2017-12-27,"Four Stars","It's a book.",4,"US"
2013-03-02,"Sneak peak at the final film in the new film series","Wonder what Disney is going to do for the first trilogy to make before the original stars all rejoin the force. This book is in my opinion the most likely plot for the final film in the new trilogy of films Disney is making (it is the last book in a three volume arc). It is well written in the tone of Lucas. The characters all behave as you would expect them to react based upon the two trilogies made so far.",5,"US"
2017-09-20,"Five Stars","liked it",5,"US"
2018-09-12,"Great","Good book",5,"US"
2013-01-30,"Way better than the new movies","I bought these when I was craving more Star Wars after watching episodes IV, V, & VI.  I guess I could have just watched episodes I, II, & III, but why subject myself to such horror?  Anyway, these were fantastic, and Thrawn is a much better villain than either Darth Vader or Emperor Palpatine.",5,"US"
2017-01-11,"Epic","Fantastic Story in an Epic Trilogy every bit as engaging as the original Trilogy!",5,"US"
2017-08-04,"Four Stars","A",4,"US"
2016-07-14,"This is and was a classic and always a thrill to read.","Very good read, very intense, on your seat action, Grand Admiral Thrawn really should have been the premise of Star Wars: Episode 7.",5,"US"
2017-07-06,"Four Stars","Felt like a lackluster ending to the trilogy.",4,"US"
2017-03-25,"The climax of a three part series.","This ends the THawn Trilogy. It was a good series. The story really picks up in this last book . I can see why all three books make up a great series. Zahn did a good job writing the books. He followed  Star Wars the way George Lucas created it and didn't go off that track. He did add some new things that would fit in the story. Mainly new characters. Its one of the best Trilogies in the Star Wars saga.",5,"US"
2016-10-28,"Five Stars","This is such a fun read. A great writer the great set of books.",5,"US"
2017-05-15,"Five Stars","Love it",5,"US"
2016-08-22,"Four Stars","Great book to add to your Star Wars book collection :)",4,"US"
2016-02-13,"Five Stars","great continuation series from the original movies, but as we now know it's not what happened.",5,"US"
2015-10-19,"Great read. A wonderful view into more of the ...","Great read. A wonderful view into more of the Star Wars universe. Even if the newest movies will invalidate it.",5,"US"
2016-11-02,"A good read","The ending really surprised me!",5,"US"
2015-03-08,"Great","The third book of this trilogy was as good if not better than the first two. An excellent story played out to a wonderful conclusion. Highly recommended.",5,"US"
2014-08-09,"The Golden Age of the Expanded Universe","This is the series that defined the best quality of EU writing.  This is what kept Star Wars relevant and popular during the Dark Times, between 1983-1999.  And its still as good as it was 20 years ago.",5,"US"
2015-04-13,"great book","Very well written, a real page turner, and true to the Star Wars universe.",5,"US"
2016-11-02,"A fitting finale to the Thrawn trilogy.","Good book! I'll read it again!",5,"US"
2016-04-13,"Five Stars","Great book one of the best star wars book trilogies",5,"US"
2016-02-01,"Entertaining","This story was as entertaining a space fantasy as the Star Wars movies themselves. If your looking for more than a story that entertains though, you're looking in the wrong place.Loved reading this trilogy.",4,"US"
2014-11-04,"Great ending to the trilogy","Very good story, but it felt like it stopped a little too soon. Feels like there are unresolved story arcs. I know they can or have been answered in other EU books, but still left me feeling like I needed more resolution.",5,"US"
2015-11-23,"Great book","A great read. The only thing with the kindle is that it doesn't separate the mid chapter turns to other events.",4,"US"
2017-10-24,"Four Stars","Prompt arrival. New, as listed.",4,"US"
2016-03-03,"Wrapped up beautifully","The ending still keeps me thinking. Wrapped up beautifully",5,"US"
2013-11-16,"darn parents, with their good taste, damn libraries with their unfinished series","My dad turned turned me onto the timothy zahn star wars novels and I have to say he was right. the way he captures the characters from the movies is astounding. my library had the first two, but after the first I was already looking to buy the trilogy, I later found the 1st and 2nd at goodwill, and I looked and looked at all the thrift and local bookstores but couldnt find it anyhwere so I finally had to just give in and order it. worth it.",5,"US"
2011-09-20,"great story...but horrible version of the original","I have this trilogy in paperback ....and love the story. Having said that, the transcription from book to e-book is horrible. Mass mispellings, many parts of certain chapters weren'tseperated and ran back to back. It's almost as if it was typed by a 14 yr old who can't even proofread his/her own work. Half the time you can tell words were misspelled because the autocorrection completely changes the word from the original. If you have a tablet, get this trilogy on a different e-reader program.",3,"US"
2017-09-19,"Great","Good book that kept me wanting to keep reading. Resend series kept me entertained more than a movie could have.",5,"US"
2015-01-01,"Four Stars","A nice wrap-up to Zahn's trilogy; it might be a better trilogy capstone than Return of the Jedi.",4,"US"
2017-03-22,"Five Stars","Far better than any of the recent novels (I'm looking at you, Aftermath series).",5,"US"
2016-03-08,"Mad me a reader again","I don't read very often but I love star wars so much I needed a way to get more than the movies could provide. Such a good trilogy that it made me a reader again and quenched my thirst for more star wars.",5,"US"
2015-11-14,"Excellent conclusion to an excellent trilogy.","Excellent conclusion to an excellent trilogy.",4,"US"
2017-06-04,"Thrawn series","Whether Tim Zahn wrote the Thrawn canon or the other way around, these 3 books were awesome! Zahn truly gets the 'persona and characteristics' of the characters and does a masterpiece using them in writing the stories, with great action that makes sense. Also being a Star Wars Rebels TV series fan, he captures Thrawn's psyche perfectly. I also highly recommend the 'Thrawn' book which covers the discovery and rise of Thrawn.Only frustrating thing is Disney introducing 'Ben' as the only kid of Solo and Leia in the Episode 7 'movie'.  But in the books, she has 'twins' (Jacen and Jaina). Confuse the audience bs! If Disney owns 'the rights', is anyone even overseeing continuity?!?",5,"US"
2013-02-13,"Exciting Ending to a Great Story","This whole trilogy was a great story, well-written and exciting. This last book wraps it up in a big way, with the ending not obvious until you get there! I loved it!",5,"US"
2016-08-13,"The best way to begin an adventure into the ECU","This series was among the first star wars books I'm the ECU I ever read... What feels like decades ago in a place a few hours away. Since has been a journey including dozens upon dozens of adventures. I cannot provide a MRE enthusiastic recommendation for a series.",5,"US"
2013-12-30,"Awesome ending to a good series","Read all three books from the Thrawn trilogy and not until I finished the last book did I like them all. The first two are a bit slow but they supported the end beautifully.",5,"US"
2015-07-28,"... haven't gotten to this book yet but it looks good.","I haven't gotten to this book yet but it looks good.",5,"US"
2016-03-23,"Five Stars","EPIC",5,"US"
2013-11-19,"Good stuff","It's good stuff very pleased with the product and i got exactly what i expected and didn't get something that i didn't expect",5,"US"
2015-06-17,"A fun read.","There is great growth of already established characters great development of new characters. The story is so well told, I felt as if I was running along side of Luke and his companions as they tried to out quests the Grand Admiral Thrawn. Not reading this series could be considered falling to the dark side of the force.",5,"US"
2015-03-25,"A Must Read for Star Wars Fans","A hallmark of Star Wars books, if you haven't read this trilogy yet, you need to.",5,"US"
2017-07-25,"Good read","Didn't grow up with Star Wars. Getting into it now. This is a nicely paced trilogy. My benchmarks are Scott Lynch and Pat Rothfuss.",3,"US"
2013-04-21,"Great conclusion to a great trilogy","The book finishes the trilogy in a epic climax.  This series should be read by anyone interested in the expanded Star wars Universe.",5,"US"
2014-04-11,"Good book. I thought the ending was good.","This was a very good book. I liked the series a lot. There were some good surprises in the end.",5,"US"
2015-04-04,"Five Stars","What a fantastic ending to the 3 part series.",5,"US"
2016-09-02,"Thrawn is awesome","Timothy Zahn weaves an impressive world with these characters, and it's no wonder Grand Admiral Thrawn is such an iconic character in the Star Wars mythos.",5,"US"
2014-05-03,"Great Series!","Great series that continues the SW saga. These books ""feel"" like Lucas wrote them. Plot is well put  together with many twists and turns.",5,"US"
2013-04-19,"love it","my husband does not read books but he read these books very quickly he couldn't put them down. that says it is a good book",5,"US"
2015-10-15,"Five Stars","Great conclusion. Loved the series.",5,"US"
2016-07-28,"Read all three and enjoy","This is a must read IMO..  Read all three and enjoy",5,"US"
2015-06-17,"Five Stars","Good book",5,"US"
2013-09-21,"Wow!!! Awesome conclusion to amazing series.","The Thrawn trilogy has really got me excited about reading again.  What a great read.  Looking forward to the next in the EU.",5,"US"
2015-10-23,"Was a really nice conclusion for the Thrawn saga","Was a really nice conclusion for the Thrawn saga, good ending but I think that it rush at the end of the book, I would love to see more details in some events. ""SPOILER"" But at the end it was a good ending to the Thrawn saga.",4,"US"
2017-03-20,"They should keep all this when making movies","They should keep all this when making movies. Well done and should have been done ages ago. Oh well ppl are dumb",4,"US"
2012-12-11,"Great Trilogy","The Thrawn trilogy was my first foray into star wars literature. The series was recommended to me by a friend and i t did not disappoint. The Last command finished the series off great with all the questions that had been building finally answered. Left me the reader satisfied yet dying for more.",5,"US"
2013-07-30,"Excellent!","This book was an epic ending to a very epic trilogy based off a very very epic series of very very very epicness",5,"US"
2014-06-13,"Intergalactic Life","Life choices:  Life consciousness part of the Force?  When will humanity build starships so that we can travel the Cosmos?  Until then, we have the Star Wars books to read and travel in our mind through the virtual Cosmos.",5,"US"
2014-06-28,"Roswell Richardson","This was an excellent way to end the Thrawn trilogy. Zhan's creativity and excellent star wars knowledge will leave you on the edge of your seat.",5,"US"
2016-08-09,"Read it straight through.","Great continuation after Return of the Jedi.",5,"US"
2015-09-01,"Five Stars","Zahn is the greatest",5,"US"
2013-03-16,"good and entertein","i haven finish reading it becouse i love to red again the las chapter to remember all the crazy things the autor has included in the saga",4,"US"
2017-03-27,"great series","<U+0001F917>awesome. I look forward this his next series and may even consider some of his other writings like Dragonback, well done",4,"US"
2012-12-09,"Another Great Zahn Novel","One of the most interesting and important series in the Star Wars: Expanded Universe, without revealing spoilers it's so difficult to explain why you should read these three novels.  The last three chapters basically foreshadow the entire rest of the Expanded Universe.",5,"US"
2017-10-09,"It's really good","It's really good. A fitting end to the trilogy.",5,"US"
2013-09-10,"Star Wars The Last Command","I really like this book. I just hope George Lucas makes this book trilogy into a movie. I didn't want the book to end. I recommend this book trilogy to that likes Star Wars.",5,"US"
2015-05-26,"The was amazing!!!","This book was absolutely satisfying. Don't dare start this trilogy without finishing all 3 books. Big surprise at the end. Timothy Zahn is a spectacular writer. I would definitely recommend this to all big Star Wars fans.",5,"US"
2014-12-29,"Five Stars","Great book.",5,"US"
2014-12-10,"Five Stars","as advertised",5,"US"
2014-12-18,"Five Stars","Great shape",5,"US"
2015-08-15,"A good story, but a bit hampered by existing characters ...","First foray into the Star Wars universe. A good story, but a bit hampered by existing characters traits. Luke never gets going, and Han is still Han. Good start to the universe and I am glad I read it.",3,"US"
2015-06-20,"Luke is great but Thrawn is so good you wonder what would ...","Zahn creates an unbeateable General that at one point you won't know which side you're on. Luke is great but Thrawn is so good you wonder what would have happened if he was in charge of the empire rather than the sith.",5,"US"
2014-12-20,"Five Stars","A great, fun read if you like the original Star Wars characters.",5,"US"
2018-02-17,"Five Stars","Great trilogy. Read the books years ago.",5,"US"
2014-07-05,"Great finish to a great trilogy","I was late to reading the trilogy, but loved every minute of it.",5,"US"
2015-05-23,"Five Stars","Good book",5,"US"
2014-07-10,"Five Stars","Great item, Fast Shipping",5,"US"
2016-10-16,"Five Stars","Great book should be cannon!",5,"US"
2014-04-18,"Great finale to a great trilogy","I just finished this trilogy and I couldn't put these books down. Start with Heir to the Empire and enjoy!",5,"US"
2015-06-27,"Good read","For fans of this franchise this will add to the memories.  I would read it again.  May the force be with you.",3,"US"
2015-11-21,"An incredibly engaging story written by a very good author! I highly recommend this series to Star ...","An incredibly engaging story written by a very good author! I highly recommend this series to Star Wars fan",5,"US"
2016-02-27,"Five Stars","Great!",5,"US"
2015-05-31,"Good read.","Enjoyable read.  You already know most of the characters, but the new ones are well laid out.  The storyline is completely homogeneous and very entertaining.",4,"US"
2017-04-17,"Five Stars","Such a great conclusion",5,"US"
2014-04-08,"excellent","I couldn't put this down and I looked forward to reading it at all times. The final book really flows well and I can't wait to read more EU.",5,"US"
2013-02-04,"Great Series","Fantastic Book on the Star Wars Expanded Universe.  A Must Read for any true Star Wars Fan. Dark Side for Life.",5,"US"
2013-04-03,"What an awesome story best way to keep the story alive.","As a star wars fan from the late 70`s as a kid to the passing of the torch to my kids I have always loved this story line and the characters I can't wait to read the next book.",5,"US"
2013-05-30,"LOVE IT!","Great book, unfortunately very sad. Necessary read ,but made me cry. Thrawn=Genius. I also admire Karrde and his antics. He is a brave hearted man, who deserves more credit.",5,"US"
2016-02-07,"Another awesome book by zahn","A good one, full of twists and action, and not soppy at all. Of course, i am a star wars fan so i might be a bit biased",5,"US"
2015-05-23,"Loved it","Great continuation of a legendary story that is just as interesting and entertaining now as when I was a kid. Can't wait to see if some of the concepts of this story arc integrated into the upcoming movies.",5,"US"
2015-07-03,"Five Stars","Very good series if you are a Star Wars fan",5,"US"
2013-03-11,"One of the best authors of Expanded Universe material!","This trilogy is a must read for any Star Wars fans.This should be the source material for the next three movies.",5,"US"
2012-04-09,"Thrawn Is Shown To Have Life Merely To Die...","Ugh, I can't wait for Joruus to *finally* be silenced! The more he postures and threatens the more I support Thrawn. I'm also not keen that Joruus was able to manipulate/fool Gilad's memory so easily. The Mind Trick works with the *weak-minded*. Gilad may be presented as rather slow on the uptake but I think it's merely Zahn saying How awesome is Thrawn! I actually do quite like the Chiss. Yet, I wish Zahn's preference for Thrawn and Mara *didn't* equal that everyone else gets shafted, but it does. :(If the Force Lizards are so great, how come Joruus, who couldn't be a Jedi, not with his temperament--he's worse than Anakin!--can still do battle meditation? If the lizards nullify the Force, he shouldn't be able to do any Jedi abilities. Consistency would be appreciated.Wow, I truly am impressed. Thrawn actually moves a bit and feels emotion and reacts a bit in Last Command! About time.  I like that he's a thoughtful villain--they are very rare--but the fact that almost nothing *moves* Thrawn makes him hard to relate to and read. Glad to see a bit of Csilla's ice is finally beginning to thaw.The typos found in the text of all three TTT novels really make it hard to believe that Zahn's characters are as intelligent as he never tires of telling the reader they are. Thrawn is a smart guy. However, come on, he's been speaking Basic for years now. Tensing issues should be non-existent. But, I blame the editor for not catching it, not Thrawn.Way to hand out a compliment and a promotion, Thrawn! Scare the poor pup out of his mind that you mean to kill him for `letting' Luke escape then give him a huge sideways compliment. Effective and unexpected.Wow, how sad. Four books building his favorite OC and in two sentences, Thrawn's dead? That seems cheap somehow. Poor Gilad.Though I usually don't ignore 3/5ths of a book, focusing on one thread, I'm glad I did in TLC. Frankly, everyone but Gilad, Thrawn, and a few of the Imperial crewers are completely devoid of any life or color whatsoever.Mara's arc is so unbelievable I didn't even bother reading most of it. Killing a clone of Luke did *not* fulfill her 'last command'. Nor does her suddenly trusting her arch enemy make *any* sense. For the life of me, I can't see how so many can just fall in line thinking Luke and Mara are the perfect couple, either. I'm all for dark ones being redeemed and finding love but come on, be realistic a bit.Anyways, on to SotP!",3,"US"
2006-08-14,"The Last Command","Zahn is an excellent author, and I really enjoy his Thrawn series.  Very easy reading and it seems to flow seemlessly with the original Star Wars movies.",5,"US"
2017-06-28,"He's blue","The book was just okay thrawn the blue guy has a unique backstory that was well presented in this book however it was somewhat dull and what happened to his sidekick me and I know what happened to him in the story but I thought that was a weak way to write what happened the backstory kind of boring I would have had that the story wrong and the story on TV seem different he's very calculating but at the same time in the TV show he comes across as cruel and I don't know I got that feeling from the book",4,"US"
2013-05-28,"Very satisfied","I am much pleased with the way the Thrawn Trilogy Concluded, and as many have said before it is an excellent jump off point for the expanded universe.",4,"US"
2015-06-28,"Rewarding","Once again I'm left wanting so much more. The story line of this book as it completes the Thrawn series is brilliant.",5,"US"
2017-08-06,"Five Stars","Awesome",5,"US"
2016-03-05,"Amazing trilogy!","Grand Admiral Thrawn.... Legendary!",5,"US"
2014-09-22,"Five Stars","Great story lines written in a style that makes me feel like I'm watching the movies. A+!",5,"US"
2016-06-04,"Four Stars","Good read. Like the storylines and characters",4,"US"
2014-11-29,"Five Stars","Great finish for the trilogy.",5,"US"
